PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1378219,Portrait of Alan A. Comyns,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Club Member, C.T.A. of Qld.).","Alan Alfred Comyns, Service Number - 1758",Allan Alfred Comyns,NAA person ID: 124557,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465109
1378223,Portrait of Corporal Stewart Neil Gow,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Motor Transport. Son of Mr. R. M. Gow, (Club Member, C.T.A. of Qld.).","Stewart Neil Gow, Service Number - 14643",Stewart Neil Gow,NAA person ID: 188805,HMAT Themistocles A32,4/08/1917,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465110
1378227,Portrait of Private Albert Juster,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 8th Reinforcements, 52nd Infantry Brigade. Son of Mr. W. R. Juster (Club Member, C.T.A. of Qld.).","Albert Juster, Service Number - 3260",Albert Juster,NAA person ID: 222651,HMAT Demosthenes A6,23/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465111
1378231,Portrait of Sergeant William Pearse,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 13th Battalion, 4th Infantry Brigade. Sons of Mr. William Pearse (Club Member, C.T.A. of Queensland).","William Pearse, Service Number - 210",William Pearse,NAA person ID: 272610,HMAT Ulysses A38,22/12/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465112
1378235,Portrait of Trooper Oliver Pearse,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A.M.C. 1st Australian Light Horse. Sons of Mr. William Pearse (Club Member, C.T.A. of Queensland).","Oliver Pearse, Service Number - 14506",Oliver Pearse,NAA person ID: 274120,RMS Mongolia,8/07/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0006,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465039
1378239,Portrait of Sergeant C.E. Pennefather Ryan,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 15th Batt. Son of Dr. J. Pennefather Ryan, (Club Member, C.T.A. of Qld.).","Casimar Edric Pennefather Ryan, Service Number - 813",Casimar Edric Pennefather Ryan,NAA person ID: 307117,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0007,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465040
1378243,Portrait of Captain R.A. Wakeford,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Club Member, C.T.A. of Qld.).","Richard Albert Wakeford, Service Number - Captain",n/a,NAA person ID: 349261,n/a,n/a,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0008,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465041
1378247,Portrait of Corporal L.E. Wickham,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 33rd Battery, 9th Artillery Brigade. Son of Mr. E. Wickham (Club Member, C.T.A. of Queensland).","Leslie Erl Wickham, Service Number - 21440",Leslie Erl Wickham,NAA person ID: 359222,HMAT Argyllshire A8,11/05/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0003-0009,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464964
1378251,Portrait of Lieutenant Wilfred M. Hall,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Imperial Army Service Corps. On active Service at Salonika. Son of Mr. T. M. Hall (Club Member, C.T.A. of Queensland).",Wilfred Manning Hall : UK National Archive Reference: WO 339/34490,n/a,n/a,n/a,n/a,"Photograph appears on page 40 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0040-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464965
1378255,Portrait of Private Colin McWhinney,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 7th Reinforcements, 2nd L.H. Brigade. Took part in the evacuation of Gallipoli. Returned to Egypt, and has been transferred to the 4th Division Cycle Corps. Son of Mr. R. McWhinney (Club Member, C.T.A. of Queensland).","Colin Hugh McWhinney, Service Number - 1107",Colin Hugh McWhinney,NAA person ID: 46665,HMAT Shropshire A9,20/08/1915,"Photograph appears on page 40 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0040-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464966
1378259,Portrait of Driver H.C. Westergaard Nielsen,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 17th A.A.S.C., 7th Infantry Brigade. Enlisted January, 1915. Wounded on Gallipoli. Now in France. Sons of Mr. N. J. Westergaard Nielsen (Club Member, C.T.A. of Qld.).","Hubert Cecil Westergaard Neilsen, Service Number - 6529",Hubert Cecil Westergard Nielsen,NAA person ID: 254011,SS Melbourne A36,12/06/1915,"Photograph appears on page 40 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0040-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464967
1378263,Portrait of Corporal E.J. Westergaard Nielsen,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 12th Reinforcements, 31st Battalion. 8th Infantry Bgde. Enlisted June, 1916. Left for the Front December, 1916. Son of Mr. N. J. Westergaard Nielsen (Club Member, C.T.A. of Qld.).","Edward James Westergaard Nielsen, Service Number - 4573",Edward James Westergaard Nielsen,NAA person ID: 261021,HMAT Demosthenes A64,23/12/1916,"Photograph appears on page 40 of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0040-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465048
1378267,Portrait of Private H.H. Harvey,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. H. R. Harvey (Club Member, C.T.A. of Queensland).","Herbert Henry Harvey, Service Number - 9045",Herbert Henry Harvey,NAA person ID: 194517,HMAT Wandilla A62,31/01/1916,"Photograph appears on page 24A of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0024A-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465049
1378271,Portrait of T.D. Watson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A Full Member of the C.T.A. of Queensland, who enlisted in 1914.","Thomas Douglas Watson, Service Number - 1810",Thomas Douglas Watson,NAA person ID: 26900,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 24A of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0024A-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465050
1378275,Portrait of Sergeant Geoffrey N. Campbell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Enlisted, a few days before his 21st birthday, with the Engineers. Anxious to get to the front, however, he made successful application for the transfer to the Pioneers. Eldest son of Mr. G. P. Campbell (Club Member, C.T.A. of Queensland).","Geoffrey Noel Campbell, Service Number - 2814",Geoffrey Noel Campbell,NAA person ID: 19288,HMAT Boonah A36,21/10/1916,"Photograph appears on page 24B of 'The Australasian Traveller', Vol. 13, No. 2, 2 April 1917",Image number: 684723-v013n002-s0024B-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465051
1378279,Portrait of John R. Nixon Smith,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. J. Nixon Smith (Full Member, C.T.A. of Qld.).","John Richard Smith, Service Number - 4815A/4815",John Richard Smith,NAA person ID: 3132,HMAT Wiltshire A18,7/02/1917,"Photograph appears on page 38 of 'The Australasian Traveller', Vol. 13, No. 3, 2 April 1917",Image number: 684723-v013n003-s0038-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 April 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465052
1378283,Portrait of Lieutenant R.J. DeN.. Peel,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Battalion, Royal Warwickshires. An ""Anzac"" killed in action in Mesopotamia, 29th March, 1917. Son of Mr. R.S. Peel (C.T.A. of Qld.).","Robert John De Neuville Peel, Service Number - 95",Robert John de Neuville Peel,NAA person ID: 272862,HMAT Karroo A10,20/10/1914,"Photograph appears on page 40 of 'The Australasian Traveller', Vol. 13, No. 3, 5 May 1917",Image number: 684723-v013n003-s0040-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 May 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465053
1378287,Portrait of Lieutenant H.N. Knowles,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): O.C. 24th Reinforcements, 9th Batt. Son of Mr. S. Knowles (Club Member, C.T.A. of Queensland).","Herbert Norman Knowles, Service Number - Lieutenant",Herbert Norman Knowles,NAA person ID: 233596,HMAT Ayrshire A33,24/01/1917,"Photograph appears on page 68 of 'The Australasian Traveller', Vol. 13, No. 3, 5 May 1917",Image number: 684723-v013n003-s0068-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 May 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465059
1378291,Portrait of Thos. Cobb,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Club Member, C.T.A. of Queensland).","Thomas Cobb, Service Number - 2056",Thomas Cobb,NAA person ID: 121858,HMAT Clan McGillivray A46,7/09/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 4, 2 June 1917",Image number: 684723-v013n004-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 June 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464946
1378295,Portrait of Driver C.E. Longwill,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Field Artillery. Son of Mr John Longwill (Club Member, C.T.A. of Queensland).","Charles Edgar Longwill, Service Number - 33737",Charles Edgar Longwill,NAA person ID: 341407,HMAT Marathon A74,10/05/1917,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 4, 2 June 1917",Image number: 684723-v013n004-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 June 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464947
1378299,Portrait of W.M. Longwill,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Field Artillery. Son of Mr John Longwill (Club Member, C.T.A. of Queensland).","William Mathew Longwill, Service Number - 1898",William Mathew Longwill,NAA person ID: 341412,HMAT Kyarra A55,3/01/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 4, 2 June 1917",Image number: 684723-v013n004-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 June 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464948
1378303,Portrait of Percy W. Collins,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Club Member, C.T.A. of Qld.)","Percy Collins, Service Number - 1397A/1397",Percy Collins,NAA person ID: 66935,HMAT Mashobra A47,4/10/1915,"Photograph appears on page 36 of 'The Australasian Traveller', Vol. 13, No. 4, 2 June 1917",Image number: 684723-v013n004-s0036-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 June 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464949
1378307,Portrait of George A. Evans,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Wireless Squadron, Mesopotamia. Son of Colonel Charles Evans, C.M.G. (Club Member C.T.A. of Qld.), Commissioner for Railways, Queensland.","George Henry Evans, Service Number - 15983",George Henry Evans,NAA person ID: 24586,RMS Mooltan,22/08/1916,"Photograph appears on page 36 of 'The Australasian Traveller', Vol. 13, No. 4, 2 June 1917",Image number: 684723-v013n004-s0036-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 June 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464968
1378311,Portrait of J.A. Evans,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Severely wounded in France, now in a London hospital. Son of Colonel Charles Evans, C.M.G. (Club Member C.T.A. of Qld.), Commissioner for Railways, Queensland.","James Acland Evans, Service Number - 524",James Acland Evans,NAA person ID: 24712,HMAT Wandilla A62,9/11/1915,"Photograph appears on page 36 of 'The Australasian Traveller', Vol. 13, No. 4, 2 June 1917",Image number: 684723-v013n004-s0036-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 June 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464971
1378315,Portrait of Sydney A. Kennedy,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): A Full Member of the C.T.A. of Qld. On active service.,"Sydney Alfred Kennedy, Service Number - 2915",Sydney Alfred Kennedy,NAA person ID: 193352,HMAT Marathon A74,27/10/1916,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464972
1378319,Portrait of Rupert K. Knight,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Son of Mr. R.K. Knight (C.T.A. of Qld.).,"Rupert Keith Knight, Service Number - 3871",Rupert Keith Knight,NAA person ID: 233516,HMAT Hororata A20,13/06/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0001-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464973
1378323,Portrait of 2nd Lieutenant A.H. Davey,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Full member of the C.T.A. of Qld. with British forces in France. Son of Hon. A.A. Davey, M.L.C. who is himself a member of the C.T.A. of Queensland.",n/a,n/a,n/a,n/a,n/a,"Photograph appears on page 33 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0033-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464974
1378327,Portrait of Private Norman Fuhrman,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Youngest adopted son of Secretary H. Courtenay Luck (C.T.A. of Qld.), reported missing in France 11th April, 1917.","Norman Fuhrman, Service Number - 746",Norman Fuhrman,NAA person ID: 170060,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 33 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0033-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464975
1378331,Portrait of Gunner Claude T. Drane,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Enlisted 4th October 1914. Son of Mr J.W.C. Drane, (Club Member, C.T.A. of Qld.).","Claude Thompson Drane, Service Number - 648",Claude Thompson Drane,NAA person ID: 152892,HMAT Argyllshire A8,18/10/1914,"Photograph appears on page 37 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0037-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464976
1378335,Portrait of Lieutenant Colin C. Drane,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Wounded in France. Son of Mr J.W.C. Drane, (Club Member, C.T.A. of Qld.).","Colin Cooper Drane, Service Number - Captain 2741",Colin Cooper Drane,NAA person ID: 152893,HMAT Ayrshire A33,1/09/1915,"Photograph appears on page 37 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0037-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464977
1378339,Portrait of Private Ivan W. Drane,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr J.W.C. Drane, (Club Member, C.T.A. of Qld.).","Ivan Walter Drane, Service Number - 5322",Ivan Walker Diane,NAA person ID: 152897,HMAT Itonus A50,8/08/1916,"Photograph appears on page 37 of 'The Australasian Traveller', Vol. 13, No. 5, 5 July 1917",Image number: 684723-v013n005-s0037-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464978
1378343,Portrait of Martin Broderick,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full Member, C.T.A. of Qld.)","Martin William Bushnell Broderick, Service Number - 35510",Martin William Bushwell Broderick,NAA person ID: 101213,HMAT Miltiades A28,2/08/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 6, 4 August 1917",Image number: 684723-v013n006-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 August 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464979
