id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b2294672x,[Sergeant Herbert Keily],1916,reference in newspaper;portrait (30 September),"Sergeant  50th Battalion  second son of Mr T. Keily of Plympton  brother of Tom  landed at Suvla Bay and fought through the Gallipoli campaign  fought on the Somme beyond Pozieres  killed in action 16 August 1916, France  aged 23.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Keily, Herbert, 1893-1916;World War, 1914-1918 -- South Australia","Chronicle, 30 September 1916, p. 44, col. b;Chronicle, 14 October 1916, p. 31, col. d",http://nla.gov.au/nla.news-article87527472;http://nla.gov.au/nla.news-article87524201
b22946731,[Private Harold Alexander],1916,reference in newspaper;portrait (7 October),"Private, ANZAC  killed in action 4 August 1916, France, aged 22  second son of Mrs Benson of Port Elliot and Mr Henry Holdsworth Alexander of Brisbane.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Alexander, Harold Leslie, 1893-1916;World War, 1914-1918 -- South Australia","Chronicle, 30 September 1916, p. 44, col. c;Chronicle, 7 October 1916, p. 46, col. e",http://nla.gov.au/nla.news-article87527478;http://nla.gov.au/nla.news-article87523281
b22946743,[Private E. A. J. (Ernest Alfred John) Mooney],1916,reference in newspaper;portrait (30 september),"Private  eldest son of Robert aand Thurza Mooney of Mount Barker Junction, brother of Mrs J. White of Prospect  enlisted in Western Australia  fought at Gallipoli  was wounded and invalided to England  killed in action 15 August 1916, France  aged 21.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Mooney, Ernest Alfred John, 1895-1916;World War, 1914-1918 -- South Australia","Chronicle, 23 September 1916, p. 31, col. e;Chronicle, 30 September 1916, p. 44, col. c",http://nla.gov.au/nla.news-article87526245;http://nla.gov.au/nla.news-article87527480
b22946779,[Trooper Harold Woods],1917,reference in newspaper;portrait (22 December),"Trooper  died of wounds 12 November 1917, Palestine.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Woods, Harold Victor, 1893-1917;World War, 1914-1918 -- South Australia","Chronicle, 8 December 1917, p. 28, col. b;Chronicle, 22 December 1917, p. 26, col. d",http://nla.gov.au/nla.news-page8609425;http://nla.gov.au/nla.news-article87411139
b22946780,[Corporal Reginald Inwood],1917,reference in newspaper;portrait,"Corporal 10th Battalion  from Broken Hill  Victoria Cross Medal  aged 26  miner  eldest son of Mr and Mrs H. Inwood, brother of the late Sergeant Robert Inwood and Private Harold Inwood (wounded).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Inwood, Reginald Roy, 1890-1971;World War, 1914-1918 -- South Australia","Chronicle, 8 December 1917, p. 37, col. e",http://nla.gov.au/nla.news-article87415020
b22946792,[Sergeant T. (sic) Sprott],1917,portrait in newspaper,"Sergeant  Military Medal.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Sprott, John, 1893-1918;World War, 1914-1918 -- South Australia","Chronicle, 8 December 1917, p. 37, col. d",http://nla.gov.au/nla.news-article87415020
b22946822,[Lance Corporal G. Moore],1917,reference in newspaper;portrait,"Lance Corporal  Military Medal  born at Broken Hill  SA Railway employee at Cockburn  aged 22  son of Mr R.S. Moore.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Moore, George Douglas;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 38, col. d",http://nla.gov.au/nla.news-article87411025
b22946901,[Trooper George Noble],1917,"reference in newspaper;portrait (22 December, p. 26)","Trooper, service number 3299, 3rd Light Horse  from Black Rock  killed in action 14 November 1917, Palestine, aged 18  brother of Jack Noble from Petersburg, nephew of S. and P. Brooks from Hillview, Booborowrie.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Noble, George, 1898-1917;World War, 1914-1918 -- South Australia","Chronicle, 15 December 1917, p. 45, col. c;Chronicle, 22 December 1917, p. 26, col. c  p. 27, col. c;Chronicle, 29 December 1917, p. 27, col. c",http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-article87411139;http://nla.gov.au/nla.news-page8609547;http://nla.gov.au/nla.news-article87411686
b22946962,[Trooper H. Hilder],1917,reference in newspaper;portrait (22 December),"Trooper, service number 1291  died of sickness 27 November 1917.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Hilder, Herbert John, 1887-1917;World War, 1914-1918 -- South Australia","Chronicle, 15 December 1917, p. 45, col. c;Chronicle, 22 December 1917, p. 26, col. f",http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-page8609546
b22946986,[Private Fred Kelly],1917,reference in newspaper;portrait (22 December),"Private  from Jamestown  killed in action 10 June 1917, France, aged 28, previously reported missing  second son of M.J. Kelly, brother of W., S., A., F., and H. Kelly and L. Carmichael.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Kelly, Frederick Edmund, 1889-1917;World War, 1914-1918 -- South Australia","Chronicle, 15 December 1917, p. 45, col. c;Chronicle, 22 December 1917, p. 26, col. c",http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-article87411139
b22947012,[Private W. L (William Lawrence) Madden],1916,reference in newspaper;portrait,"Private  eldest son of the late Mr M. Madden  brother of Miss M. Madden of Lower North Adelaide  employed at the Islington workshops  killed in action 16 August 1916, France  aged 26.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Madden, William Lawrence, -1916;World War, 1914-1918 -- South Australia","Chronicle, 30 September 1916, p. 44, col. d",http://nla.gov.au/nla.news-article87527471
b2294705x,[Private H. Duncan],1917,"reference in newspaper;portrait (29 December, page 26)","Private, 10th Battalion  from Yatala East  killed in action 3 November 1917, France, aged 24  husband of M. Duncan.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Duncan, Harold Ernest, 1893-1917;World War, 1914-1918 -- South Australia","Chronicle, 15 December 1917, p. 45, col. c;Chronicle, 29 December 1917, p. 26, col. c  p. 37, col. c",http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-article87411684;http://nla.gov.au/nla.news-article87411661
b22947061,[Private W. Nicolle],1917,"reference in newspaper;portrait (29 December, page 26)","Private, service number 5284, 11th Field Ambulance  from Cottonville  killed in action 23 November 1917, France, aged 21  third son of E. and A. Nicolle.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Nicolle, Wilfred Gordon, 1896-1917;World War, 1914-1918 -- South Australia","Chronicle, 15 December 1917, p. 45, col. d;Chronicle, 29 December 1917, p. 26, col. e  p. 37, col. c",http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-article87411684;http://nla.gov.au/nla.news-article87411661
b22947127,[Private L. Benne],1917,reference in newspaper;portrait (13 January),"Private, 5th Pioneer Battalion (5th Pioneers)  born in Rotterdam, Holland  lived at Alberton  killed in action 8 December 1916, France  aged 25  married.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Benne, Leendert Marinus Christian, 1890-1916;World War, 1914-1918 -- South Australia","Chronicle, 13 January 1917, p. 44, col. e;Chronicle, 8 December 1917, p. 28, col. a;Chronicle, 15 December 1917, p. 45, col. e",http://nla.gov.au/nla.news-article87441049;http://nla.gov.au/nla.news-page8609425;http://nla.gov.au/nla.news-article87413189
b22947139,[Gunner Frederick Crossman],1917,reference in newspaper;portrait (6 January),"Gunner, service number 13592, 2nd Division 5th Artillery Brigade  killed in action 10 December 1916, Dellville Wood, France, aged 31  son of J. and A. Crossman, husband of Bessie, brother of Bruce, Frank and the late Corporal G.L. Crossman (killed in action July, 1916).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Crossman, Frederick John, 1885-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 44, col. a;Chronicle, 15 December 1917, p. 45, col. e;Chronicle, 22 December 1917, p. 12, col. a",http://nla.gov.au/nla.news-article87437507;http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-article87411069
b22947164,[Private Michael Doody],1917,"reference in newspaper;portrait (20 January, p. 44)","Private  from Chicago [Kilburn], S.A.  killed in action Ypres, 11 December 1916, aged 25  former locomotive workshop employee at Islington  youngest son of Mr and Mrs M. Doody.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Doody, Michael, 1891-1916;World War, 1914-1918 -- South Australia","Chronicle, 20 January 1917, p. 31, col. e  p. 44, col. d;Chronicle, 27 January 1917, p. 31, col. d;Chronicle, 15 December 1917, p. 45, col. e  p. 46, col. a",http://nla.gov.au/nla.news-article87442320;http://nla.gov.au/nla.news-article87442400;http://nla.gov.au/nla.news-article87436709;http://nla.gov.au/nla.news-article87413189;http://nla.gov.au/nla.news-page8609498
b22947188,[Private Victor W. Datson],1917,"reference in newspaper;portrait (20 January, p. 44)","Private, 10th Battalion  from Glanville  wheat clerk for James Bell & Co.  killed in action 13 December 1916, France, aged 20  eldest son of W. and A. Datson.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Datson, Victor William, 1896-1916;World War, 1914-1918 -- South Australia","Chronicle, 20 January 1917, p. 31, col. d  p. 44, col. d;Chronicle, 3 February 1917, p. 31, col. e;Chronicle, 15 December 1917, p. 46, col. a;Chronicle, 22 December 1917, p. 12, col. a",http://nla.gov.au/nla.news-article87442320;http://nla.gov.au/nla.news-article87442397;http://nla.gov.au/nla.news-article87439755;http://nla.gov.au/nla.news-page8609498;http://nla.gov.au/nla.news-article87411069
b2294719x,[Private William Edwin Elliott],1917,reference in newspaper;portrait (13 January),"Private  born at Leasingham 3 March 1897  only son of T.E. and E.J. Elliott of Watervale, brother of Ruby and Elsie  died of bronchitis 8 December 1916, France  aged 19.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Elliott, William Edwin, 1897-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 31, col. e;Chronicle, 13 January 1917, p. 44, col e;Chronicle, 15 December 1917, p. 46, col. a",http://nla.gov.au/nla.news-article87437578;http://nla.gov.au/nla.news-article87441048;http://nla.gov.au/nla.news-page8609498
b22947206,[Driver George Fulwood],1917,reference in newspaper;portrait (13 January 1917),"Driver  from Boothby  died of wounds received in France 9 December 1916, Bosworth Hospital, Bournemouth, England, aged 32 years and 7 months.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Fulwood, George Thomas, 1884-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 44, col. c;Chronicle, 13 January 1917, p. 44, col. c;Chronicle, 15 December 1917, p. 46, col. a",http://nla.gov.au/nla.news-article87437568;http://nla.gov.au/nla.news-article87441045;http://nla.gov.au/nla.news-page8609498
b22947218,The late Private S. Fielden,1917,"reference in newspaper;portrait (20 January, p. 44)","Private, 32nd Battalion  from Kadina  killed in action 9 December 1916 in France, aged 34  son of Mrs M.A. Fielden of Symonds Place, Adelaide.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Fielden, Samuel, 1883-1916;World War, 1914-1918 -- South Australia","Chronicle, 20 January 1917, p. 31, col. d  p. 44, col. a;Chronicle, 15 December 1917, p. 46, col. a",http://nla.gov.au/nla.news-article87442320;http://nla.gov.au/nla.news-article87442530;http://nla.gov.au/nla.news-page8609498
b22947231,[Lance Corporal Robert Henderson],1917,reference in newspaper;portrait (10 February),"Lance Corporal  from Waikerie  killed in action 9 December 1916  carpenter.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Henderson, Robert, -1916;World War, 1914-1918 -- South Australia","Chronicle, 3 February 1917, p. 43, col. e;Chronicle, 10 February 1917, p. 45, col. a;Chronicle, 15 December 1917, p. 46, col. a",http://nla.gov.au/nla.news-article87439745;http://nla.gov.au/nla.news-article87441528;http://nla.gov.au/nla.news-page8609498
b22947267,[Private Frank McCartin],1917,reference in newspaper;portrait (13 January),"Private  5th Pioneer Battalion (5th Pioneers)  killed in action 8 December 1916 in France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","McCartin, Francis Joseph, -1916;World War, 1914-1918 -- South Australia","Chronicle, 13 January 1917, p. 45, col. a;Chronicle, 15 December 1917, p. 46, col. a, b",http://nla.gov.au/nla.news-article87441041;http://nla.gov.au/nla.news-page8609498
b22947280,[Private Bert Norton],1917,reference in newspaper;portrait (6 January),"Private  eldest son of Mr and Mrs C.H. Norton of Forest Range  brother of Sid, Ethel and Annie  died in hospital 11 December 1916, France  aged 39.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Norton, Bert Henry, 1877-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 43, col. e;Chronicle, 15 December 1917, p. 46, col. b",http://nla.gov.au/nla.news-article87437510;http://nla.gov.au/nla.news-page8609498
b22947309,[Private Norman Sawley],1916,reference in newspaper;portrait (8 January),"Private  from Booleroo Centre  youngest son of William Sawley  died of wounds 7 December 1915, Gallipoli.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Sawley, Norman Ernest George, 1889-1915;World War, 1914-1918 -- South Australia","Chronicle, 8 January 1916, p. 41, col. b;Chronicle, 16 December 1916, p. 49, col. e",http://nla.gov.au/nla.news-article87242643;http://nla.gov.au/nla.news-article87530580
b22947322,[Private Claude Stephens],1917,reference in newspaper;portrait (6 January),"Private, service no. 1512 [sic]  died of pneumonia 12 December 1916, Wareham, England  aged 26  brother of Harold Stephens of Willochra, Private A. H. Stephens, Trooper R. A. Stephens (returned) and Private R. A. Stephens, Egypt.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Stephens, Claude Ralph, 1890-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 44, col. a;Chronicle, 15 December 1917, p. 46, col. b;Chronicle, 22 December 1917, p. 12, col. c",http://nla.gov.au/nla.news-article87437505;http://nla.gov.au/nla.news-page8609498;http://nla.gov.au/nla.news-article87411069
b22947334,[Sergeant Michael Toohey],1917,reference in newspaper;portrait (20 January),"Sergeant  from Richmond  died of wounds 9 December 1916, France  aged 21  second son of Mr and Mrs James Toohey, brother of Violet, Muriel and Corporal W.O. Toohey (AIF).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Toohey, Michael James, 1895-1916;World War, 1914-1918 -- South Australia","Chronicle, 20 January 1917, p. 44, col. d;Chronicle, 15 December 1917, p. 46, col. b",http://nla.gov.au/nla.news-article87442582;http://nla.gov.au/nla.news-page8609498
b22947358,[Private Algar Althorp],1917,"reference in newspaper;portrait (3 February, p. 42)","Private, 10th Battalion  nickname ""Snowy""  from Goodwood  took part in the landing at Gallipoli, in trenches for seven months  served in Egypt  died of wounds received at Pozieres whilst prisoner of war, 15 December 1916 at Munster, Germany  second son of Mr W. Althorp  cousin of Muriel, Ruby and Pearl Eland.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Althorp, Algar Hampton, 1894-1916;World War, 1914-1918 -- South Australia","Chronicle, 3 February 1917, p. 31, col. d  p. 42, col. e;Chronicle, 22 December 1917, p. 12, col. a",http://nla.gov.au/nla.news-article87439755;http://nla.gov.au/nla.news-article87439705;http://nla.gov.au/nla.news-article87411069
b22947371,[Private William E. Berkinshaw],1917,"reference in newspaper;portrait (6 January, p. 44)","Private  died of illness 16 December 1916, France  eldest son of E. and N. Berkinshaw of King William Street, Adelaide.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Berkinshaw, William Ernest, 1899-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 31, col. d  p. 44, col. d;Chronicle, 22 December 1917, p. 12, col. a",http://nla.gov.au/nla.news-article87437578;http://nla.gov.au/nla.news-article87437551;http://nla.gov.au/nla.news-article87411069
b22947395,[Private Frank Huppatz],1917,reference in newspaper;portrait (6 January),"Private  from Saddleworth  died 16 December 1916, England.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Huppatz, Frank Ernest, 1893-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 44, col. a;Chronicle, 22 December 1917, p. 12, col. a",http://nla.gov.au/nla.news-article87437507;http://nla.gov.au/nla.news-article87411069
b22947413,[Sergeant James Michael],1917,reference in newspaper;portrait (10 March),"Sergeant  from Hill River Estate  died 13 December 1916, France  aged 32.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Michael, James, 1884-1916;World War, 1914-1918 -- South Australia","Chronicle, 3 March 1917, p. 31, col. d;Chronicle, 10 March 1917, p. 42, col. e;Chronicle, 22 December 1917, p. 12, col. b",http://nla.gov.au/nla.news-article87438733;http://nla.gov.au/nla.news-article87443168;http://nla.gov.au/nla.news-article87411069
b22947425,[Private Dick Ryan],1917,reference in newspaper;portrait (13 January),"Private, service no. 2465  from Talia, West Coast  died of illness 16 December 1916, New Zealand Hospital, Codford, England  nephew of Allan and Minnie Fraser, brother of Mrs Ina Ross.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Ryan, Richard Charles Gladstone, 1895-1916;World War, 1914-1918 -- South Australia","Chronicle, 6 January 1917, p. 31, col e;Chronicle, 13 January 1917, p. 44, col. b;Chronicle, 3 March 1917, p. 43, col. e;Chronicle, 22 December 1917, p. 12, col. b",http://nla.gov.au/nla.news-article87437578;http://nla.gov.au/nla.news-article87441071;http://nla.gov.au/nla.news-article87438825;http://nla.gov.au/nla.news-article87411069
b22947449,[Private William Scott],1917,reference in newspaper;portrait (27 January),"Private  son of Mr and Mrs J.J. Scott  died of wounds 17 December 1916, France  nephew of Alfred Barnes, brother of Herbert.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Scott, William John, 1895-1916;World War, 1914-1918 -- South Australia","Chronicle, 27 January 1917, p. 45, col. c;Chronicle, 22 December 1917, p. 12, col. c",http://nla.gov.au/nla.news-article87436696;http://nla.gov.au/nla.news-article87411069
b22947450,[Private C. L. Walker],1917,"reference in newspaper;portrait (20 January, p. 44)","Private  from North Unley  killed in action 13 December 1916, France  aged 20 years and 2 months  brother of Dot, Andrew, Jim and Ida  youngest son of Mrs A. Walker of North Unley and the late Mr W. J. Walker of Port Pirie.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Walker, Clarence Leslie, 1896-1916;World War, 1914-1918 -- South Australia","Chronicle, 13 January 1917, p. 45, col. b;Chronicle, 20 January 1917, p. 31, col. d  p. 44, col. e;Chronicle, 22 December 1917, p. 12, col. c",http://nla.gov.au/nla.news-article87441112;http://nla.gov.au/nla.news-article87442320;http://nla.gov.au/nla.news-article87442609;http://nla.gov.au/nla.news-article87411069
